Combined_Key,11/29/21,11/30/21,12/1/21,12/2/21,12/3/21,12/4/21
US,459092156,460665058,462041778,463778255,464073878,466216510
US,58938805,58997905,58997905,58997905,58997905,58997905
US,568330677,570840327,573248488,575746868,578459518,578656498
US,NA,NA,NA,NA,NA,NA
US,229422045,229834117,230211222,230609324,231339262,231882747
US,181137191,181414643,181752433,182128835,182663671,183074608
