Province_State,Combined_Key,11/8/21,11/9/21,11/10/21,11/11/21,11/12/21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21
NA,US,756376,757812,759444,760206,762690,763142,763262,764533,765811,767433
