Province_State,Combined_Key,11/8/21,11/9/21,11/10/21,11/11/21,11/12/21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21
NA,US,14055.000910460814,14079.122448681112,14107.661200830804,14124.331308717175,14168.407310244642,14180.71324572796,14189.802935932265,14231.629494547196,14258.025489581652,14291.599570265991,14324.62334511455,14363.518455282236,14376.023296489331,14384.678407824416,14432.168656237744,14460.078444379067
