Province_State,Combined_Key,11/8/21,11/9/21,11/10/21,11/11/21,11/12/21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21
NA,US,46636670,46716709,46811405,46866719,47012970,47053803,47083964,47222751,47310337,47421741,47531319,47660379,47701872,47730591,47888171,47980780
