Province_State,Combined_Key,9/4/21,9/5/21,9/6/21,9/7/21,9/8/21,9/9/21,9/10/21,9/11/21,9/12/21,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21
NA,US,625729.4187401001,626390.7799701593,627661.1710679445,632570.8858961344,635975.1070838558,638735.3516504847,642432.6213091974,643518.1485805236,644171.9845114572,649069.4540315551,651781.4263329633,655189.2467356111,658386.4230145628,661687.3023664259,662742.2754187176,663340.0334570206,667470.2764471822
