Province_State,Combined_Key,9/4/21,9/5/21,9/6/21,9/7/21,9/8/21,9/9/21,9/10/21,9/11/21,9/12/21,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21
NA,US,39998223,40038313,40113317,40389635,40571168,40730412,40957627,41021592,41057176,41317328,41461662,41627946,41785903,41993789,42050638,42088171,42289819
