Province_State,Combined_Key,9/4/21,9/5/21,9/6/21,9/7/21,9/8/21,9/9/21,9/10/21,9/11/21,9/12/21,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21
NA,US,82.30910494307766,82.2446248798633,82.15374374601403,81.84501962422624,81.77965358973422,81.68922473277203,81.61031578169353,81.57266383592575,81.50599101007445,81.25558494627555,81.26125787723115,81.25369045699516,81.16458175856931,81.11540082012212,81.0677824608654,80.99678054397546,80.80940294668478
