Province_State,Combined_Key,9/4/21,9/5/21,9/6/21,9/7/21,9/8/21,9/9/21,9/10/21,9/11/21,9/12/21,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21
NA,US,648523,648903,649445,651548,653713,656947,659277,659991,660279,662444,664187,666863,670273,672635,673472,673774,676076
